index,City,Date,Card Type,Exp Type,Gender,Amount,Country,Month,Day
24968,Kolkata,2013-12-21,Silver,Fuel,Female,39410, India,December,Saturday
24969,Pune,2014-04-14,Silver,Grocery,Male,128392, India,April,Monday
24970,Surat,2013-12-15,Platinum,Grocery,Male,174178, India,December,Sunday
24971,Chennai,2015-04-28,Platinum,Bills,Male,14078, India,April,Tuesday
24972,Jaipur,2014-08-28,Silver,Food,Male,148322, India,August,Thursday
24973,Chennai,2015-05-02,Silver,Grocery,Female,148332, India,May,Saturday
24974,Kanpur,2014-10-07,Silver,Fuel,Female,281678, India,October,Tuesday
24975,Jaipur,2015-03-17,Platinum,Fuel,Male,60525, India,March,Tuesday
24976,Surat,2014-02-03,Silver,Grocery,Male,240410, India,February,Monday
24977,Lucknow,2013-12-19,Platinum,Bills,Male,200573, India,December,Thursday
24978,Hyderabad,2014-12-04,Gold,Bills,Female,17276, India,December,Thursday
24979,Jaipur,2014-06-26,Signature,Fuel,Male,171516, India,June,Thursday
24980,Lucknow,2014-06-05,Gold,Grocery,Male,45113, India,June,Thursday
24981,Surat,2013-10-26,Platinum,Entertainment,Female,180501, India,October,Saturday
24982,Hyderabad,2014-11-21,Signature,Entertainment,Female,86353, India,November,Friday
24983,Chennai,2014-09-12,Platinum,Grocery,Female,259143, India,September,Friday
24984,Hyderabad,2014-09-27,Signature,Entertainment,Female,278501, India,September,Saturday
24985,Kolkata,2014-01-30,Signature,Entertainment,Female,296429, India,January,Thursday
24986,Surat,2014-06-29,Platinum,Fuel,Female,93093, India,June,Sunday
24987,Pune,2014-11-20,Silver,Grocery,Male,99052, India,November,Thursday
24988,Kolkata,2015-01-30,Gold,Bills,Female,161683, India,January,Friday
24989,Kanpur,2014-04-17,Silver,Entertainment,Male,252039, India,April,Thursday
24990,Lucknow,2014-12-27,Silver,Entertainment,Female,158539, India,December,Saturday
24991,Pune,2013-12-27,Gold,Entertainment,Female,274415, India,December,Friday
24992,Kanpur,2013-11-16,Gold,Fuel,Female,72538, India,November,Saturday
24993,Lucknow,2014-08-30,Platinum,Grocery,Male,122946, India,August,Saturday
24994,Surat,2014-01-11,Silver,Fuel,Female,219125, India,January,Saturday
24995,Lucknow,2013-12-04,Signature,Food,Male,149947, India,December,Wednesday
24996,Pune,2014-10-16,Signature,Bills,Male,86706, India,October,Thursday
24997,Hyderabad,2014-06-14,Silver,Fuel,Male,287486, India,June,Saturday
24998,Kanpur,2014-08-24,Gold,Entertainment,Female,96743, India,August,Sunday
24999,Chennai,2014-05-11,Gold,Grocery,Female,289555, India,May,Sunday
25000,Hyderabad,2015-03-21,Silver,Bills,Female,285560, India,March,Saturday
25001,Kanpur,2015-02-08,Platinum,Food,Female,81707, India,February,Sunday
25002,Lucknow,2014-04-17,Signature,Entertainment,Male,167853, India,April,Thursday
25003,Hyderabad,2013-11-18,Gold,Food,Female,145818, India,November,Monday
25004,Pune,2014-12-09,Signature,Bills,Female,160260, India,December,Tuesday
25005,Lucknow,2015-05-18,Signature,Bills,Female,211555, India,May,Monday
25006,Lucknow,2015-05-01,Platinum,Fuel,Male,214218, India,May,Friday
25007,Lucknow,2014-04-20,Gold,Bills,Male,144363, India,April,Sunday
25008,Kanpur,2014-11-09,Silver,Fuel,Female,119662, India,November,Sunday
25009,Pune,2015-05-01,Platinum,Bills,Male,174214, India,May,Friday
25010,Lucknow,2014-07-19,Platinum,Bills,Female,95009, India,July,Saturday
25011,Surat,2014-07-28,Platinum,Bills,Female,205926, India,July,Monday
25012,Kolkata,2013-10-30,Silver,Bills,Female,135440, India,October,Wednesday
25013,Jaipur,2013-12-24,Silver,Bills,Male,158138, India,December,Tuesday
25014,Surat,2013-12-04,Signature,Grocery,Female,152803, India,December,Wednesday
25015,Kanpur,2014-02-17,Silver,Food,Female,286572, India,February,Monday
25016,Hyderabad,2014-08-05,Gold,Fuel,Female,131047, India,August,Tuesday
25017,Kolkata,2015-03-01,Platinum,Fuel,Female,231087, India,March,Sunday
25018,Pune,2014-01-18,Platinum,Food,Male,82095, India,January,Saturday
25019,Jaipur,2013-12-30,Signature,Entertainment,Female,286910, India,December,Monday
25020,Kolkata,2014-08-31,Signature,Entertainment,Female,282508, India,August,Sunday
25021,Jaipur,2015-03-05,Silver,Bills,Female,60827, India,March,Thursday
25022,Lucknow,2014-04-23,Platinum,Fuel,Female,42039, India,April,Wednesday
25023,Lucknow,2015-04-28,Silver,Grocery,Male,263894, India,April,Tuesday
25024,Hyderabad,2014-05-11,Signature,Fuel,Male,241558, India,May,Sunday
25025,Kanpur,2013-10-08,Gold,Food,Female,18621, India,October,Tuesday
25026,Kanpur,2014-11-09,Platinum,Food,Male,9561, India,November,Sunday
25027,Chennai,2014-06-29,Signature,Fuel,Female,236333, India,June,Sunday
25028,Kolkata,2014-12-06,Signature,Bills,Male,115097, India,December,Saturday
25029,Kolkata,2014-02-21,Signature,Grocery,Female,26070, India,February,Friday
25030,Lucknow,2014-12-10,Silver,Bills,Male,233950, India,December,Wednesday
25031,Hyderabad,2014-07-13,Gold,Fuel,Female,66513, India,July,Sunday
25032,Surat,2014-02-24,Signature,Grocery,Male,180322, India,February,Monday
25033,Pune,2014-04-18,Gold,Food,Female,186097, India,April,Friday
25034,Kanpur,2013-11-13,Signature,Food,Female,278532, India,November,Wednesday
25035,Hyderabad,2014-12-29,Signature,Grocery,Male,298518, India,December,Monday
25036,Lucknow,2015-01-02,Signature,Fuel,Male,22036, India,January,Friday
25037,Lucknow,2015-01-24,Platinum,Bills,Male,141161, India,January,Saturday
25038,Chennai,2014-07-10,Signature,Bills,Female,235249, India,July,Thursday
25039,Chennai,2014-05-13,Silver,Entertainment,Male,7316, India,May,Tuesday
25040,Pune,2014-03-20,Silver,Food,Male,289805, India,March,Thursday
25041,Jaipur,2014-04-04,Gold,Entertainment,Male,77786, India,April,Friday
25042,Pune,2014-09-11,Platinum,Entertainment,Male,133312, India,September,Thursday
25043,Surat,2014-04-28,Silver,Entertainment,Male,100718, India,April,Monday
25044,Surat,2014-02-17,Gold,Fuel,Female,270981, India,February,Monday
25045,Surat,2015-03-28,Silver,Bills,Male,60534, India,March,Saturday
25046,Surat,2014-03-01,Platinum,Food,Female,273855, India,March,Saturday
25047,Hyderabad,2014-09-13,Platinum,Fuel,Male,280277, India,September,Saturday
25048,Lucknow,2015-02-02,Signature,Food,Female,225713, India,February,Monday
25049,Chennai,2014-02-03,Signature,Entertainment,Male,212269, India,February,Monday
25050,Chennai,2015-01-23,Signature,Entertainment,Male,236457, India,January,Friday
25051,Surat,2014-03-23,Silver,Entertainment,Female,221522, India,March,Sunday
25052,Surat,2014-05-25,Silver,Bills,Male,47383, India,May,Sunday
25053,Jaipur,2015-05-14,Gold,Fuel,Female,21242, India,May,Thursday
25054,Kanpur,2014-09-13,Silver,Grocery,Female,34393, India,September,Saturday
25055,Pune,2014-07-04,Platinum,Entertainment,Female,46337, India,July,Friday
25056,Pune,2014-03-29,Platinum,Food,Female,96329, India,March,Saturday
25057,Kanpur,2014-07-18,Gold,Food,Male,34534, India,July,Friday
25058,Jaipur,2015-02-18,Signature,Bills,Male,83007, India,February,Wednesday
25059,Kolkata,2014-09-16,Silver,Entertainment,Male,20664, India,September,Tuesday
25060,Chennai,2013-12-17,Platinum,Grocery,Male,251472, India,December,Tuesday
25061,Kolkata,2015-02-19,Signature,Bills,Male,65756, India,February,Thursday
25062,Pune,2014-09-23,Platinum,Grocery,Female,132956, India,September,Tuesday
25063,Kanpur,2014-02-14,Silver,Food,Female,160805, India,February,Friday
25064,Kolkata,2014-08-17,Signature,Fuel,Male,126187, India,August,Sunday
25065,Kanpur,2014-12-04,Gold,Food,Female,296638, India,December,Thursday
25066,Jaipur,2015-02-15,Silver,Grocery,Male,6058, India,February,Sunday
25067,Pune,2013-11-01,Signature,Fuel,Male,32660, India,November,Friday
25068,Jaipur,2014-08-17,Silver,Grocery,Male,87301, India,August,Sunday
25069,Hyderabad,2013-10-24,Signature,Food,Male,11994, India,October,Thursday
25070,Kolkata,2014-07-12,Signature,Food,Female,176420, India,July,Saturday
25071,Chennai,2014-10-28,Signature,Bills,Male,35430, India,October,Tuesday
25072,Surat,2014-03-18,Signature,Fuel,Female,25467, India,March,Tuesday
25073,Kanpur,2015-01-13,Signature,Grocery,Female,10309, India,January,Tuesday
25074,Hyderabad,2014-11-21,Gold,Bills,Male,111511, India,November,Friday
25075,Chennai,2015-03-30,Silver,Bills,Female,132030, India,March,Monday
25076,Kanpur,2014-01-03,Platinum,Grocery,Male,61563, India,January,Friday
25077,Hyderabad,2014-05-17,Silver,Entertainment,Male,101409, India,May,Saturday
25078,Kolkata,2015-01-28,Platinum,Grocery,Male,240130, India,January,Wednesday
25079,Pune,2014-11-01,Gold,Entertainment,Female,285630, India,November,Saturday
25080,Pune,2014-12-11,Platinum,Grocery,Female,131055, India,December,Thursday
25081,Kolkata,2015-01-12,Gold,Grocery,Female,282560, India,January,Monday
25082,Surat,2014-09-21,Silver,Entertainment,Female,41346, India,September,Sunday
25083,Lucknow,2014-07-02,Gold,Fuel,Female,27045, India,July,Wednesday
25084,Pune,2014-01-02,Silver,Bills,Male,157698, India,January,Thursday
25085,Surat,2014-08-10,Silver,Food,Female,195505, India,August,Sunday
25086,Pune,2013-10-17,Gold,Bills,Female,142247, India,October,Thursday
25087,Jaipur,2015-01-18,Silver,Food,Female,40628, India,January,Sunday
25088,Jaipur,2015-04-24,Platinum,Food,Male,60875, India,April,Friday
25089,Chennai,2014-07-10,Gold,Grocery,Female,282733, India,July,Thursday
25090,Chennai,2014-08-11,Silver,Entertainment,Female,90433, India,August,Monday
25091,Chennai,2013-10-07,Gold,Food,Male,170470, India,October,Monday
25092,Pune,2014-09-14,Gold,Food,Male,48567, India,September,Sunday
25093,Kolkata,2015-01-01,Gold,Grocery,Male,19643, India,January,Thursday
25094,Surat,2013-12-17,Platinum,Grocery,Female,154052, India,December,Tuesday
25095,Hyderabad,2014-10-30,Platinum,Bills,Male,78776, India,October,Thursday
25096,Lucknow,2014-10-24,Gold,Grocery,Male,107048, India,October,Friday
25097,Jaipur,2013-12-09,Platinum,Bills,Male,163066, India,December,Monday
25098,Jaipur,2015-05-22,Platinum,Bills,Female,18931, India,May,Friday
25099,Lucknow,2014-10-11,Platinum,Food,Male,147238, India,October,Saturday
25100,Surat,2014-07-01,Silver,Grocery,Female,107989, India,July,Tuesday
25101,Kanpur,2015-01-20,Silver,Bills,Male,112740, India,January,Tuesday
25102,Kolkata,2014-07-13,Gold,Entertainment,Female,203166, India,July,Sunday
25103,Hyderabad,2014-02-10,Signature,Fuel,Female,58919, India,February,Monday
25104,Lucknow,2014-03-29,Gold,Entertainment,Female,189503, India,March,Saturday
25105,Hyderabad,2014-12-25,Platinum,Bills,Male,275350, India,December,Thursday
25106,Surat,2014-01-13,Signature,Entertainment,Male,211953, India,January,Monday
25107,Chennai,2014-10-05,Gold,Entertainment,Male,235265, India,October,Sunday
25108,Jaipur,2014-07-30,Signature,Entertainment,Female,102913, India,July,Wednesday
25109,Surat,2014-01-09,Silver,Fuel,Male,109555, India,January,Thursday
25110,Kolkata,2014-05-10,Silver,Bills,Male,17782, India,May,Saturday
25111,Kolkata,2015-03-04,Gold,Fuel,Male,261064, India,March,Wednesday
25112,Lucknow,2014-05-14,Signature,Grocery,Male,271335, India,May,Wednesday
25113,Jaipur,2014-04-07,Platinum,Entertainment,Male,233544, India,April,Monday
25114,Jaipur,2013-11-14,Signature,Fuel,Female,299664, India,November,Thursday
25115,Hyderabad,2015-03-21,Silver,Food,Female,263657, India,March,Saturday
25116,Pune,2014-04-10,Signature,Bills,Male,135463, India,April,Thursday
25117,Chennai,2014-02-02,Silver,Bills,Female,105808, India,February,Sunday
25118,Pune,2014-05-02,Gold,Food,Male,158009, India,May,Friday
25119,Kolkata,2013-11-02,Silver,Grocery,Female,267160, India,November,Saturday
25120,Chennai,2014-08-07,Silver,Grocery,Female,224807, India,August,Thursday
25121,Lucknow,2014-06-26,Platinum,Entertainment,Female,112151, India,June,Thursday
25122,Kolkata,2014-07-11,Silver,Fuel,Female,222590, India,July,Friday
25123,Pune,2014-03-03,Gold,Grocery,Female,28340, India,March,Monday
25124,Kolkata,2014-07-02,Gold,Grocery,Male,141321, India,July,Wednesday
25125,Kolkata,2013-11-03,Platinum,Bills,Female,284312, India,November,Sunday
25126,Jaipur,2013-12-17,Gold,Grocery,Female,139120, India,December,Tuesday
25127,Jaipur,2015-05-21,Signature,Bills,Male,269330, India,May,Thursday
25128,Kolkata,2015-01-21,Signature,Bills,Male,215959, India,January,Wednesday
25129,Jaipur,2014-07-28,Platinum,Food,Male,39222, India,July,Monday
25130,Surat,2014-02-23,Platinum,Entertainment,Male,138210, India,February,Sunday
25131,Lucknow,2013-10-11,Signature,Entertainment,Male,176447, India,October,Friday
25132,Lucknow,2014-03-16,Platinum,Grocery,Female,184054, India,March,Sunday
25133,Pune,2014-12-02,Signature,Bills,Female,162503, India,December,Tuesday
25134,Surat,2014-01-01,Silver,Food,Female,173037, India,January,Wednesday
25135,Surat,2014-06-07,Signature,Entertainment,Male,131066, India,June,Saturday
25136,Lucknow,2013-10-11,Platinum,Fuel,Female,129534, India,October,Friday
25137,Pune,2013-12-15,Silver,Grocery,Male,12168, India,December,Sunday
25138,Jaipur,2014-03-23,Gold,Grocery,Male,58839, India,March,Sunday
25139,Pune,2014-09-11,Signature,Entertainment,Female,3816, India,September,Thursday
25140,Hyderabad,2015-02-20,Platinum,Food,Female,43022, India,February,Friday
25141,Kolkata,2013-12-01,Silver,Grocery,Male,189948, India,December,Sunday
25142,Surat,2014-11-28,Silver,Grocery,Female,232644, India,November,Friday
25143,Chennai,2015-05-10,Gold,Fuel,Male,56543, India,May,Sunday
25144,Chennai,2015-05-18,Gold,Fuel,Female,24703, India,May,Monday
25145,Kanpur,2014-04-22,Signature,Grocery,Female,108426, India,April,Tuesday
25146,Pune,2015-05-23,Gold,Food,Male,212765, India,May,Saturday
25147,Lucknow,2013-11-02,Platinum,Grocery,Male,102767, India,November,Saturday
25148,Chennai,2013-11-09,Platinum,Fuel,Male,150664, India,November,Saturday
25149,Surat,2014-08-21,Signature,Grocery,Female,186795, India,August,Thursday
25150,Surat,2015-04-04,Signature,Grocery,Female,157007, India,April,Saturday
25151,Kolkata,2014-03-06,Silver,Grocery,Male,117482, India,March,Thursday
25152,Pune,2013-11-06,Silver,Bills,Male,155677, India,November,Wednesday
25153,Kanpur,2014-08-12,Silver,Grocery,Female,28483, India,August,Tuesday
25154,Surat,2014-08-03,Signature,Fuel,Male,3616, India,August,Sunday
25155,Surat,2014-12-30,Platinum,Bills,Female,148901, India,December,Tuesday
25156,Kanpur,2014-12-26,Gold,Fuel,Male,179270, India,December,Friday
25157,Surat,2014-06-24,Gold,Fuel,Female,27748, India,June,Tuesday
25158,Kolkata,2014-01-10,Gold,Food,Female,89247, India,January,Friday
25159,Chennai,2015-01-31,Signature,Entertainment,Male,87955, India,January,Saturday
25160,Kolkata,2014-06-27,Silver,Entertainment,Male,282099, India,June,Friday
25161,Hyderabad,2014-09-12,Signature,Food,Female,245882, India,September,Friday
25162,Surat,2015-02-16,Signature,Grocery,Female,72716, India,February,Monday
25163,Lucknow,2014-07-12,Gold,Entertainment,Female,32939, India,July,Saturday
25164,Hyderabad,2014-02-01,Platinum,Entertainment,Male,2920, India,February,Saturday
25165,Surat,2014-12-15,Platinum,Entertainment,Female,31241, India,December,Monday
25166,Jaipur,2015-05-05,Silver,Grocery,Female,210583, India,May,Tuesday
25167,Surat,2013-11-10,Signature,Fuel,Male,113065, India,November,Sunday
25168,Lucknow,2013-10-16,Signature,Fuel,Male,237473, India,October,Wednesday
25169,Hyderabad,2014-03-13,Platinum,Food,Female,121411, India,March,Thursday
25170,Kolkata,2014-08-04,Silver,Grocery,Male,282307, India,August,Monday
25171,Hyderabad,2014-03-28,Gold,Bills,Male,276501, India,March,Friday
25172,Surat,2014-03-30,Signature,Bills,Male,12030, India,March,Sunday
25173,Surat,2014-04-16,Platinum,Grocery,Male,192198, India,April,Wednesday
25174,Hyderabad,2015-03-17,Silver,Entertainment,Male,202774, India,March,Tuesday
25175,Hyderabad,2014-12-17,Signature,Grocery,Male,296832, India,December,Wednesday
25176,Pune,2015-03-08,Platinum,Grocery,Female,118209, India,March,Sunday
25177,Pune,2014-09-04,Silver,Grocery,Male,259445, India,September,Thursday
25178,Lucknow,2014-02-25,Gold,Food,Male,20317, India,February,Tuesday
25179,Kolkata,2014-05-31,Platinum,Entertainment,Female,81235, India,May,Saturday
25180,Kanpur,2013-12-11,Platinum,Food,Male,213771, India,December,Wednesday
25181,Kanpur,2013-12-27,Silver,Fuel,Female,119000, India,December,Friday
25182,Kolkata,2014-09-27,Silver,Food,Female,88271, India,September,Saturday
25183,Lucknow,2014-05-31,Platinum,Food,Male,61669, India,May,Saturday
25184,Jaipur,2014-03-23,Gold,Grocery,Female,154164, India,March,Sunday
25185,Hyderabad,2013-12-14,Gold,Bills,Female,86139, India,December,Saturday
25186,Jaipur,2014-04-01,Silver,Grocery,Male,190469, India,April,Tuesday
25187,Chennai,2013-12-21,Silver,Entertainment,Female,277431, India,December,Saturday
25188,Surat,2014-11-22,Silver,Grocery,Female,15241, India,November,Saturday
25189,Lucknow,2015-04-18,Gold,Fuel,Male,219193, India,April,Saturday
25190,Lucknow,2014-07-08,Gold,Fuel,Male,186485, India,July,Tuesday
25191,Hyderabad,2014-10-08,Platinum,Grocery,Male,204405, India,October,Wednesday
25192,Hyderabad,2014-03-14,Silver,Bills,Female,91749, India,March,Friday
25193,Pune,2014-09-06,Silver,Food,Female,163355, India,September,Saturday
25194,Jaipur,2015-02-15,Silver,Food,Male,106713, India,February,Sunday
25195,Pune,2014-05-10,Signature,Grocery,Male,113699, India,May,Saturday
25196,Surat,2014-07-19,Signature,Entertainment,Female,113819, India,July,Saturday
25197,Pune,2014-12-23,Platinum,Grocery,Male,133526, India,December,Tuesday
25198,Chennai,2014-08-30,Platinum,Bills,Female,115739, India,August,Saturday
25199,Kanpur,2014-11-02,Gold,Fuel,Female,98774, India,November,Sunday
25200,Kolkata,2015-04-08,Platinum,Bills,Male,283984, India,April,Wednesday
25201,Chennai,2015-02-04,Silver,Bills,Female,174927, India,February,Wednesday
25202,Surat,2013-10-06,Gold,Food,Female,175081, India,October,Sunday
25203,Pune,2014-10-25,Signature,Fuel,Male,24653, India,October,Saturday
25204,Surat,2014-11-14,Gold,Bills,Female,258248, India,November,Friday
25205,Lucknow,2014-03-09,Gold,Fuel,Male,294837, India,March,Sunday
25206,Lucknow,2014-09-12,Gold,Fuel,Male,91247, India,September,Friday
25207,Pune,2014-08-21,Platinum,Bills,Male,205671, India,August,Thursday
25208,Surat,2014-12-18,Platinum,Grocery,Male,139683, India,December,Thursday
25209,Chennai,2014-07-16,Signature,Fuel,Female,48013, India,July,Wednesday
25210,Surat,2014-03-30,Platinum,Food,Female,140640, India,March,Sunday
25211,Kolkata,2014-10-17,Silver,Bills,Male,164116, India,October,Friday
25212,Surat,2013-12-15,Platinum,Grocery,Female,227375, India,December,Sunday
25213,Lucknow,2014-02-25,Silver,Grocery,Female,199104, India,February,Tuesday
25214,Hyderabad,2014-05-14,Platinum,Grocery,Female,186023, India,May,Wednesday
25215,Hyderabad,2013-10-16,Silver,Food,Male,43953, India,October,Wednesday
